标题,链接,封面图,发布时间,内容类型,简介,来源,内容ID,视频时长
[世界杯]吴贤揆：发着高烧出场 很珍惜这次机会,https://sports.cctv.com/2026/06/12/VIDEPNe5cJaRva34siFgvZlA260612.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/12/2026061218493060998.jpg,,视频,北京时间6月12日，2026年美加墨世界杯A组第1轮展开争夺，韩国2-1战胜捷克。吴贤揆表示自己是发着高烧出场，很珍惜这次机会。,央视网,VIDEPNe5cJaRva34siFgvZlA260612,
[世界杯]韩国逆转捷克 取得开门红,https://sports.cctv.com/2026/06/12/VIDEVjxXI0thjw4ClznzNewD260612.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/12/2026061218451221332.jpg,,视频,北京时间6月12日，2026年美加墨世界杯A组第1轮展开争夺，韩国2-1战胜捷克。,央视网,VIDEVjxXI0thjw4ClznzNewD260612,
[世界杯]揭幕战打响 休斯敦成墨西哥第二主场,https://sports.cctv.com/2026/06/12/VIDEa5gISX7ZmmHG78OUPMw3260612.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/12/2026061218414355925.jpg,,视频,2026年美加墨世界杯揭幕战打响，休斯敦成墨西哥第二主场。,央视网,VIDEa5gISX7ZmmHG78OUPMw3260612,
[世界杯]董午志：墨西哥队前场压迫战术兼具侵略性与智慧性,https://sports.cctv.com/2026/06/12/VIDETXmYuwJUk5WaS3jySVqk260612.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/12/2026061218382132246.jpg,,视频,北京时间6月12日，2026年美加墨世界杯展开争夺，最终10人墨西哥队在主场2-0轻取9人南非队。董午志表示，墨西哥队前场压迫战术兼具侵略性与智慧性。,央视网,VIDETXmYuwJUk5WaS3jySVqk260612,
[世界杯]美国队全员参训 轻松备战巴拉圭,https://sports.cctv.com/2026/06/12/VIDE0TE41QGR8nyoYM0pQUh1260612.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/12/2026061213315836592.jpg,,视频,北京时间6月13日，2026年美加墨世界杯将迎来美国队与巴拉圭队的比赛，目前，美国队正在积极备战。,央视网,VIDE0TE41QGR8nyoYM0pQUh1260612,
[世界杯]比利时队召开赛前发布会 库尔图瓦解读首战与高温挑战,https://sports.cctv.com/2026/06/12/VIDE1oP7Khl0Qyesxziuo5M1260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061213334386521.jpg,,视频,美国当地时间6月11日，比利时队召开了赛前发布会，库尔图瓦解读首战与高温挑战。,央视网,VIDE1oP7Khl0Qyesxziuo5M1260612,
[世界杯]大牌云集 法国队进行抵美后首训,https://sports.cctv.com/2026/06/12/VIDEsOKK21XHrIVq6uATKt4X260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061214294312427.jpg,,视频,美国当地时间6月11日，法国队进行了他们在美国的首场训练。,央视网,VIDEsOKK21XHrIVq6uATKt4X260612,
[世界杯]韩国逆转捷克 取得开门红,https://sports.cctv.com/2026/06/12/VIDE66gxUuOrEZ5BxDLFcCuQ260612.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/12/2026061213291420863.jpg,,视频,北京时间6月12日，2026年美加墨世界杯A组第1轮展开争夺，韩国2-1战胜捷克。,央视网,VIDE66gxUuOrEZ5BxDLFcCuQ260612,
[世界杯]世界杯红牌的记忆碎片,https://sports.cctv.com/2026/06/12/VIDE25iruxPQEy1G7n7geVE1260612.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/12/2026061213294336728.jpg,,视频,2026年美加墨世界杯揭幕战，墨西哥和南非的较量中出现了三张红牌。让我们一同回顾世界杯历史上的那些红牌。,央视网,VIDE25iruxPQEy1G7n7geVE1260612,
[世界杯]基尼奥内斯想把胜利分享给家人,https://sports.cctv.com/2026/06/12/VIDEWNGlMdGW964IGdLAFWeT260612.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/12/2026061213264726414.jpg,,视频,北京时间6月12日，2026年美加墨世界杯展开争夺，最终10人墨西哥队在主场2-0轻取9人南非队。赛后基尼奥内斯表示，想把胜利分享给家人。,央视网,VIDEWNGlMdGW964IGdLAFWeT260612,
[世界杯]墨西哥完胜南非 揭幕战红牌比进球多,https://sports.cctv.com/2026/06/12/VIDEUqfCpWEGP1TpPGBEK52L260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061213271957123.jpg,,视频,北京时间6月12日，2026年美加墨世界杯展开争夺，最终10人墨西哥队在主场2-0轻取9人南非队。,央视网,VIDEUqfCpWEGP1TpPGBEK52L260612,
[世界杯]A组第1轮：韩国2-1捷克 集锦,https://sports.cctv.com/2026/06/12/VIDENMU1qFc9S2oqIuyD3NAr260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061213192411567.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯A组第1轮展开争夺，韩国2-1战胜捷克。,央视网,VIDENMU1qFc9S2oqIuyD3NAr260612,
[世界杯]绿茵热潮·城市故事 多伦多,https://sports.cctv.com/2026/06/12/VIDEwXfMly17jMrTTMGzRaqu260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061213163266413.jpg,,视频,多伦多是加拿大最大的城市，是2026年美加墨世界杯的举办城市之一，将承办6场比赛。,央视网,VIDEwXfMly17jMrTTMGzRaqu260612,
[世界杯]2026年美加墨世界杯拉开大幕,https://sports.cctv.com/2026/06/12/VIDEknpea7s3rdhaptyb0UqK260612.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/12/2026061213191923882.jpg,,视频,北京时间6月12日，2026年美加墨世界杯首场开幕式在墨西哥城阿兹台克体育场拉开帷幕。,央视网,VIDEknpea7s3rdhaptyb0UqK260612,
[我爱世界杯]20260612 韩国VS捷克 赛后,https://sports.cctv.com/2026/06/12/VIDEhuPpyBZxqIYUyLVw2hqa260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061213084270149.jpg,,视频,北京时间2026年6月12日《我爱世界杯》为您带来：北京时间6月12日，美加墨世界杯小组赛展开争夺，韩国2-1战胜捷克。,央视网,VIDEhuPpyBZxqIYUyLVw2hqa260612,
[图]世界杯：黄仁范传射吴贤揆制胜球 韩国2-1逆转捷克,https://sports.cctv.com/2026/06/12/PHOAzh6PM5aj5kfYOvWLpcMz260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061212382180455.jpg,,图集,央视网消息：北京时间6月12日，世界杯小组赛A组第1轮，韩国2-1逆转捷克，取得本届世界杯开门红！,央视网,PHOAzh6PM5aj5kfYOvWLpcMz260612,
[世界杯]A组第1轮：韩国VS捷克,https://sports.cctv.com/2026/06/12/VIDEw0mPt3PccqSZ1GkIPKUS260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061212351369997.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯A组第1轮展开争夺，韩国2-1战胜捷克。,央视网,VIDEw0mPt3PccqSZ1GkIPKUS260612,
世界杯：黄仁范传射吴贤揆制胜球 韩国2-1逆转捷克,https://sports.cctv.com/2026/06/12/ARTIhi3djBf37XpMU3PYUuKl260612.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/12/2026061212032493261.jpg,,文章,央视网消息：北京时间6月12日10:00，世界杯小组赛A组第1轮，韩国2-1逆转捷克，取得本届世界杯开门红！上半场，李刚仁远射造险；下半场，曹法尔助攻，克雷伊奇头球破门；李刚仁助攻，黄仁范精彩扣球后兜射破门扳平；绍切克头球破门被吹越位，黄仁范助攻吴贤揆破门反超完成逆转。,央视网,ARTIhi3djBf37XpMU3PYUuKl260612,
[世界杯]黄仁范下底横传 吴贤揆门前包抄反超比分,https://sports.cctv.com/2026/06/12/VIDEeJe15p40ctXv1MZRfFyc260612.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/12/2026061211582188821.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯A组第1轮，韩国VS捷克，下半场第80分钟，黄仁范下底横传，吴贤揆门前包抄反超比分。韩国2-1捷克。,央视网,VIDEeJe15p40ctXv1MZRfFyc260612,
[世界杯]李刚仁精准直塞 黄仁范挑射扳平比分,https://sports.cctv.com/2026/06/12/VIDEJ4GplBv5Q74aJNkacLAz260612.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/12/2026061211430820012.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯A组第1轮，韩国VS捷克，下半场第67分钟，李刚仁精准直塞，黄仁范挑射扳平比分。韩国1-1捷克。,央视网,VIDEJ4GplBv5Q74aJNkacLAz260612,
[世界杯]曹法尔手榴弹式边线球 克雷伊奇头槌破门,https://sports.cctv.com/2026/06/12/VIDEk15m48Czm9asjYI8wmUC260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061211383297512.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯A组第1轮，韩国VS捷克，下半场第58分钟，曹法尔手榴弹式边线球，克雷伊奇头槌破门。韩国0-1捷克。,央视网,VIDEk15m48Czm9asjYI8wmUC260612,
[世界杯]再次错失良机 孙兴慜单刀被扑,https://sports.cctv.com/2026/06/12/VIDEmQM5l5a4Avg7g2wowD2s260612.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/12/2026061211335396227.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯A组第1轮，韩国VS捷克，下半场第55分钟，再次错失良机，孙兴慜单刀被扑。韩国0-0捷克。,央视网,VIDEmQM5l5a4Avg7g2wowD2s260612,
日本队队长远藤航因伤退出世界杯,https://sports.cctv.com/2026/06/12/ARTI98tvBh1IjeteLnayfxMX260612.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/12/2026061210434921238.jpg,,文章,新华社华盛顿6月11日电 日本足球协会11日确认，日本男足国家队队长远藤航因脚部伤势，退出2026美加墨世界杯。,央视网,ARTI98tvBh1IjeteLnayfxMX260612,
2026美加墨世界杯开幕式及揭幕战五大亮点,https://sports.cctv.com/2026/06/12/ARTIh91alDKVgXJ8OGh13DW1260612.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/12/2026061210115511031.jpg,,文章,新华社墨西哥城6月11日电（记者岳冉冉、丁文娴、缪培源）2026美加墨世界杯11日拉开大幕，墨西哥队在揭幕战中以2:0战胜南非队，迎来开门红。夏奇拉献唱、拉布布亮相、看台下起“草帽雨”、中场致敬球王、中国少年擎旗，成为本届开幕式及揭幕战值得铭记的五个瞬间。,央视网,ARTIh91alDKVgXJ8OGh13DW1260612,
[世界杯]李刚仁突施冷箭 捷克门将奋力将球扑出,https://sports.cctv.com/2026/06/12/VIDEAh4acfmqcsGmF0L2iExJ260612.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/12/2026061210451945015.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯A组第1轮，韩国VS捷克，第13分钟，李刚仁突施冷箭，捷克门将奋力将球扑出。韩国0-0捷克。,央视网,VIDEAh4acfmqcsGmF0L2iExJ260612,
于嘉、阎鹤祥边吃边聊世界杯 新老三代球迷碰撞足球热爱,https://sports.cctv.com/2026/06/12/ARTIDGAXQq1jb0NXChdKVBCb260612.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/12/2026061210322482802.jpg,,文章,回望世界杯青春记忆，讲述北京城的足球记忆。71岁老画家范扬手绘足球传奇！将赛场上刹那精彩定格于画笔纸墨之间北京冬奥会冠军齐广璞VS自媒体博主李宇航同场竞技，上演颠球大战，猜猜谁更胜一筹？有人说自己痴迷世界杯，一届世界杯居然能看全64场现场比赛？！节目现场，还有非遗传承人郭晓霞现场秀绝活，手把手教你抖空竹。看看这边，阎鹤祥怎么又化身“美食担当”，这是在给谁包烤鸭？炎炎夏日，听球迷故事，竞猜真假球迷，大家备好烤鸭和酸梅汤，锁定央视CCTV-5，6月12日晚22:00《如约而至》精彩上演！,央视网,ARTIDGAXQq1jb0NXChdKVBCb260612,
[世界杯]李太锡边路传中 李韩汎头球高出横梁,https://sports.cctv.com/2026/06/12/VIDEoNnCGsNrQnLs9ZmBVXEb260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061210482963333.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯A组第1轮，韩国VS捷克，第12分钟，李太锡边路传中，李韩汎头球高出横梁。韩国0-0捷克。,央视网,VIDEoNnCGsNrQnLs9ZmBVXEb260612,
[我爱世界杯]20260612 韩国VS捷克 前瞻,https://sports.cctv.com/2026/06/12/VIDEJdRWyp0OSFG5Hf7c1pJm260612.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/12/2026061210194239870.jpg,,视频,北京时间2026年6月12日《我爱世界杯》为您带来：美加墨世界杯小组赛韩国与捷克的比赛即将打响，让我们一同关注。,央视网,VIDEJdRWyp0OSFG5Hf7c1pJm260612,
[我爱世界杯]韩国队首发出炉 孙兴慜领衔,https://sports.cctv.com/2026/06/12/VIDEG10Mw3AQIdWz1qDzOaPU260612.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/12/2026061210012713221.jpg,,视频,美加墨世界杯小组赛韩国与捷克的比赛即将打响，韩国队首发出炉，孙兴慜领衔。,央视网,VIDEG10Mw3AQIdWz1qDzOaPU260612,
[我爱世界杯]库贝克：每支球队都有弱点 场上见真章,https://sports.cctv.com/2026/06/12/VIDEmwojEWaSCJ6WtcfCGtld260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061209402748584.jpg,,视频,美加墨世界杯小组赛韩国与捷克的比赛即将打响，捷克队主教练库贝克表示，每支球队都有弱点，场上见真章。,央视网,VIDEmwojEWaSCJ6WtcfCGtld260612,
[我爱世界杯]捷克首发出炉 进行赛前热身,https://sports.cctv.com/2026/06/12/VIDE3Hgq1gKvPPqSlG4ofutm260612.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/12/2026061209330151710.jpg,,视频,美加墨世界杯小组赛韩国与捷克的比赛即将打响，捷克首发出炉，正进行赛前热身。,央视网,VIDE3Hgq1gKvPPqSlG4ofutm260612,
[我爱世界杯]记者带您探访玫瑰碗球场,https://sports.cctv.com/2026/06/12/VIDERAYySVneGj9ts5KVZ1St260612.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/12/2026061209103990032.jpg,,视频,玫瑰碗球场是位于美国洛杉矶的一座球场，美加墨世界杯的比赛也将在这里举行。,央视网,VIDERAYySVneGj9ts5KVZ1St260612,
[世界杯]绿茵热潮·城市故事 瓜达拉哈拉,https://sports.cctv.com/2026/06/12/VIDEJeCzMWW85eWN1vjDIklQ260612.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/12/2026061209010152049.jpg,,视频,瓜达拉哈拉是墨西哥第二大城市，是2026年世界杯足球赛的16个举办城市之一。这里的人们已经做好迎接世界杯的准备。,央视网,VIDEJeCzMWW85eWN1vjDIklQ260612,
[我爱世界杯]内德维德：全力展示捷克足球的魅力,https://sports.cctv.com/2026/06/12/VIDEpWcAl69K6stxO8NJOjhs260612.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/12/2026061207552698750.jpg,,视频,2026年美加墨世界杯小组赛韩国与捷克的比赛即将打响，捷克足坛名宿内德维德表示，捷克队将全力展示捷克足球的魅力。,央视网,VIDEpWcAl69K6stxO8NJOjhs260612,
[我爱世界杯]洪明甫：韩国队走在成功的道路上,https://sports.cctv.com/2026/06/12/VIDE2ayR5KDErzdMsp8Yc4Fi260612.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/12/2026061207515270464.jpg,,视频,2026年美加墨世界杯小组赛韩国与捷克的比赛即将打响，韩国足坛名宿洪明甫表示，韩国队走在成功的道路上。,央视网,VIDE2ayR5KDErzdMsp8Yc4Fi260612,
[我爱世界杯]20260612 墨西哥2-0轻取南非,https://sports.cctv.com/2026/06/12/VIDEpEQQQYpNoRW5iZ2eNW9M260612.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/12/2026061208003560682.jpg,,视频,北京时间2026年6月12日5点《我爱世界杯》为您带来：2026年美加墨世界杯揭幕战展开争夺，全场比赛结束，墨西哥队在主场2-0轻取南非队。,央视网,VIDEpEQQQYpNoRW5iZ2eNW9M260612,
[世界杯]A组第1轮：墨西哥VS南非,https://sports.cctv.com/2026/06/12/VIDEqZhlibbbqE64UwKAcj1g260612.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/12/2026061205511348556.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯展开争夺，最终10人墨西哥队在主场2-0轻取9人南非队。,央视网,VIDEqZhlibbbqE64UwKAcj1g260612,
[图]两个进球 揭幕战墨西哥完胜南非收获开门红,https://sports.cctv.com/2026/06/12/PHOAbQlNnPakFNq4UpfGAKDI260612.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/12/2026061205180411000.jpg,,图集,央视网消息：2026美加墨世界杯揭幕战，基尼奥内斯低射得手，R·希门尼斯头球破门。最终，墨西哥2-0战胜南非。,央视网,PHOAbQlNnPakFNq4UpfGAKDI260612,
[世界杯]A组第1轮：墨西哥2-0南非 集锦,https://sports.cctv.com/2026/06/12/VIDEReng9vZ2YXWjyM8tOFKd260612.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/12/2026061205251889143.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯展开争夺，最终10人墨西哥队在主场2-0轻取9人南非队。,央视网,VIDEReng9vZ2YXWjyM8tOFKd260612,
[世界杯]蒙特斯拉人犯规 裁判直红将其罚下,https://sports.cctv.com/2026/06/12/VIDEi8uMjiqAZxoNMr6i6EwD260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061205150047172.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯展开争夺，墨西哥队对阵南非队。下半场第90分钟，穆道带球推进到禁区前沿，被蒙特斯上抢放倒，裁判将蒙特斯直红罚下。,央视网,VIDEi8uMjiqAZxoNMr6i6EwD260612,
两个进球三张红牌 揭幕战墨西哥完胜南非获开门红,https://sports.cctv.com/2026/06/12/ARTIiCv77G8qNMAb0qw3iFkV260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061205041040536.jpg,,文章,央视网消息：2026美加墨世界杯揭幕战，墨西哥对阵南非。上半场，墨西哥队前场反抢成功，基尼奥内斯低射打破僵局；下半场，南非队防守出错，西索尔犯规，吃到红牌；墨西哥队前场找到机会，R·希门尼斯头球破门；南非队兹瓦内进攻中击打对手，吃到红牌；南非队发动反击，墨西哥队蒙特斯防守犯规，吃到红牌。最终，墨西哥2-0战胜南非。,央视网,ARTIiCv77G8qNMAb0qw3iFkV260612,
[世界杯]兹瓦内暴力动作吃红牌 南非仅剩9人作战,https://sports.cctv.com/2026/06/12/VIDET6lBOZllACA5CM8Q4kW5260612.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/12/2026061205114757789.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯展开争夺，墨西哥队对阵南非队。下半场第83分钟，兹瓦内暴力动作吃红牌，南非仅剩9人作战。,央视网,VIDET6lBOZllACA5CM8Q4kW5260612,
[世界杯]希门尼斯头球顶入近角 帮助墨西哥扩大比分,https://sports.cctv.com/2026/06/12/VIDEltKazoo8uaFgcXglkV2E260612.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/12/2026061204533127026.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯展开争夺，墨西哥队对阵南非队。下半场第66分钟，希门尼斯头球顶入近角，帮助墨西哥扩大比分，墨西哥2-0南非。,央视网,VIDEltKazoo8uaFgcXglkV2E260612,
[世界杯]古铁雷斯单刀突进 西索尔犯规吃到红牌,https://sports.cctv.com/2026/06/12/VIDEuadUQegE2Sb70mrpvfk3260612.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/12/2026061204523278412.jpg,,视频,央视网消息：北京时间6月12日，2026年美加墨世界杯展开争夺，墨西哥队对阵南非队。下半场第49分钟，古铁雷斯单刀突进被西索尔回追放倒，西索尔吃到红牌。,央视网,VIDEuadUQegE2Sb70mrpvfk3260612,
